model,horizon,fold_id,metric,value
HistoricAverage,20,0,RMSE,14.286649015308853
HistoricAverage,20,0,MAPE,21.241118369967374
HistoricAverage,20,0,sMAPE,23.76640121293544
HistoricAverage,20,0,R2,-1502.6170956417263
HistoricAverage,20,0,MASE,28.338793453913237
HistoricAverage,20,0,DA,54.285714285714285
HistoricAverage,20,0,HitRate_0.5pct,38.028169014084504
HistoricAverage,20,0,fit_seconds,0.002053976058959961
HistoricAverage,20,0,pred_seconds,0.0
HistoricAverage,20,0,n_eval,71.0
Prophet,20,0,MAE,2.249485421959042
Prophet,20,0,RMSE,2.828377045753962
Prophet,20,0,MAPE,3.3468940578816935
Prophet,20,0,sMAPE,3.261008502729782
Prophet,20,0,R2,-57.93199074949267
Prophet,20,0,MASE,4.463531747630364
Prophet,20,0,DA,54.285714285714285
Prophet,20,0,HitRate_0.5pct,32.3943661971831
Prophet,20,0,fit_seconds,0.6454596519470215
Prophet,20,0,pred_seconds,0.039112091064453125
Prophet,20,0,n_eval,71.0
MLForecast_LGBM,20,0,MAE,0.8269049874171026
MLForecast_LGBM,20,0,RMSE,0.9074249785795414
MLForecast_LGBM,20,0,MAPE,1.227418262087736
MLForecast_LGBM,20,0,sMAPE,1.2365281684755536
MLForecast_LGBM,20,0,R2,-5.065937953955417
MLForecast_LGBM,20,0,MASE,1.6407826552597806
MLForecast_LGBM,20,0,DA,55.714285714285715
MLForecast_LGBM,20,0,HitRate_0.5pct,38.028169014084504
MLForecast_LGBM,20,0,fit_seconds,0.08562159538269043
MLForecast_LGBM,20,0,pred_seconds,0.16091132164001465
MLForecast_LGBM,20,0,n_eval,71.0
Naive,1,1,MAE,0.32944444444444404
Naive,1,1,RMSE,0.35812009158939956
Naive,1,1,MAPE,0.49075654240984334
Naive,1,1,sMAPE,0.49214836607471824
Naive,1,1,R2,-3.2159677763009427
Naive,1,1,MASE,0.6799452581742852
Naive,1,1,DA,52.94117647058824
Naive,1,1,HitRate_0.5pct,2.2222222222222223
Naive,1,1,fit_seconds,0.0
Naive,1,1,pred_seconds,0.0
Naive,1,1,n_eval,90.0
SeasonalNaive,1,1,MAE,0.17944444444444435
SeasonalNaive,1,1,RMSE,0.2454587541726711
SeasonalNaive,1,1,MAPE,0.2674820228069074
SeasonalNaive,1,1,sMAPE,0.2678324739726681
SeasonalNaive,1,1,R2,-0.9806008461764597
SeasonalNaive,1,1,MASE,0.3703580411303445
SeasonalNaive,1,1,DA,65.45454545454545
SeasonalNaive,1,1,HitRate_0.5pct,2.2222222222222223
SeasonalNaive,1,1,fit_seconds,0.0
SeasonalNaive,1,1,pred_seconds,0.0
SeasonalNaive,1,1,n_eval,90.0
RollingNaive,1,1,MAE,0.08055555555555524
RollingNaive,1,1,RMSE,0.12030054955078973
RollingNaive,1,1,MAPE,0.12004445701764146
RollingNaive,1,1,sMAPE,0.12008895078058361
RollingNaive,1,1,R2,0.5242540152798874
RollingNaive,1,1,MASE,0.16625980174581972
RollingNaive,1,1,DA,
RollingNaive,1,1,HitRate_0.5pct,0.0
RollingNaive,1,1,fit_seconds,0.0
RollingNaive,1,1,pred_seconds,0.0
RollingNaive,1,1,n_eval,90.0
AutoARIMA,1,1,MAE,1.0401765513784924
AutoARIMA,1,1,RMSE,1.246094269399753
AutoARIMA,1,1,MAPE,1.5509508894034363
AutoARIMA,1,1,sMAPE,1.5339524629530599
AutoARIMA,1,1,R2,-50.04364817187425
AutoARIMA,1,1,MASE,2.1468357585042117
AutoARIMA,1,1,DA,53.62318840579711
AutoARIMA,1,1,HitRate_0.5pct,4.444444444444445
AutoARIMA,1,1,fit_seconds,2.358062744140625
AutoARIMA,1,1,pred_seconds,0.0045318603515625
AutoARIMA,1,1,n_eval,90.0
AutoETS,1,1,MAE,1.1326459390064452
AutoETS,1,1,RMSE,1.3702796369528758
AutoETS,1,1,MAPE,1.6887626293516096
AutoETS,1,1,sMAPE,1.668230002802848
AutoETS,1,1,R2,-60.724604644540186
AutoETS,1,1,MASE,2.337684694354181
AutoETS,1,1,DA,53.62318840579711
AutoETS,1,1,HitRate_0.5pct,4.444444444444445
AutoETS,1,1,fit_seconds,0.6964783668518066
AutoETS,1,1,pred_seconds,0.004750728607177734
AutoETS,1,1,n_eval,90.0
