horizon,model,metric,mean,std,min,max,count
1,Chronos-Bolt-Small,DA,49.07021930747104,12.038412166255451,31.16883116883117,59.32203389830508,5
1,Chronos-Bolt-Small,HitRate_0.5pct,6.222222222222221,6.648122356289596,1.1111111111111112,16.666666666666664,5
1,Chronos-Bolt-Small,MAE,2.3902827195909286,2.5512802736374947,0.2404100545247393,6.338085327148438,5
1,Chronos-Bolt-Small,MAPE,3.0716675943568874,3.2099604464048825,0.3579867721789036,8.180106070945484,5
1,Chronos-Bolt-Small,MASE,5.164464165268536,5.69801779790479,0.49618586486464167,14.238461976279115,5
1,Chronos-Bolt-Small,R2,-1.7953396347560258,1.5649855149211638,-4.329749281729992,-0.05471016932721007,5
1,Chronos-Bolt-Small,RMSE,2.9113008611120685,2.9409196553858865,0.293112272691677,7.1546335198913,5
1,Chronos-Bolt-Small,fit_seconds,1.0247207641601563,2.2913452866176396,0.0,5.123603820800781,5
1,Chronos-Bolt-Small,n_eval,90.0,0.0,90.0,90.0,5
1,Chronos-Bolt-Small,pred_seconds,0.08667783737182617,0.02840033393282291,0.07073712348937988,0.13725662231445312,5
1,Chronos-Bolt-Small,sMAPE,3.189473936672487,3.3923059234739443,0.35893188071050924,8.622776623110179,5
5,Chronos-Bolt-Small,DA,43.02011713776419,16.947650153025403,23.809523809523807,58.82352941176471,5
5,Chronos-Bolt-Small,HitRate_0.5pct,15.581395348837209,12.322290038826935,3.488372093023256,33.72093023255814,5
5,Chronos-Bolt-Small,MAE,2.4877921752929684,2.6616086711008813,0.248170577648074,6.616295268923736,5
5,Chronos-Bolt-Small,MAPE,3.1964212488590467,3.3494032181408153,0.3695169756756222,8.536958312488737,5
5,Chronos-Bolt-Small,MASE,5.376246361290226,5.946176081022573,0.5122029232416972,14.863458560093273,5
5,Chronos-Bolt-Small,R2,-2.0950909934895394,1.9777201898501113,-5.361921229325063,-0.05573613197494476,5
5,Chronos-Bolt-Small,RMSE,2.9767344803120155,3.0079015226167876,0.29936013235208925,7.318649365488445,5
5,Chronos-Bolt-Small,fit_seconds,0.2519749641418457,0.5634331484492389,0.0,1.2598748207092285,5
5,Chronos-Bolt-Small,n_eval,86.0,0.0,86.0,86.0,5
5,Chronos-Bolt-Small,pred_seconds,0.0861098289489746,0.026165654075292116,0.0726630687713623,0.13284754753112793,5
5,Chronos-Bolt-Small,sMAPE,3.3197719962350094,3.5403715000277742,0.37050274446262815,9.00014679721197,5
20,Chronos-Bolt-Small,DA,41.350100603621726,32.626725804532825,4.225352112676056,66.19718309859155,5
20,Chronos-Bolt-Small,HitRate_0.5pct,25.915492957746483,26.753149454836656,2.8169014084507045,64.7887323943662,5
20,Chronos-Bolt-Small,MAE,2.85123681468695,3.0708388121764516,0.22101896044234126,7.619201660156252,5
20,Chronos-Bolt-Small,MAPE,3.6522489635098294,3.8552844616925466,0.3292650541371429,9.796149381816928,5
20,Chronos-Bolt-Small,MASE,6.164774685785879,6.860967612426714,0.45616429918192936,17.116480376660725,5
20,Chronos-Bolt-Small,R2,-4.7991573434468835,5.010796771628993,-12.175915507110522,-0.0736287970815761,5
20,Chronos-Bolt-Small,RMSE,3.2372287514330926,3.3018372435043783,0.24548641519097314,7.989567003686732,5
20,Chronos-Bolt-Small,fit_seconds,0.24853310585021973,0.5557369193402419,0.0,1.2426655292510986,5
20,Chronos-Bolt-Small,n_eval,71.0,0.0,71.0,71.0,5
20,Chronos-Bolt-Small,pred_seconds,0.08548731803894043,0.024095191637022152,0.06957006454467773,0.12811017036437988,5
20,Chronos-Bolt-Small,sMAPE,3.8001222836687645,4.082703818016233,0.3299346966416695,10.347180227795938,5
