fold,epoch,step,loss,elapsed_s
0,2,194,21.963932037353516,71.78
0,2,195,15.55033016204834,72.13
0,2,196,16.457366943359375,72.5
0,2,197,18.544349670410156,72.86
0,2,198,17.0167179107666,73.23
0,2,199,19.792869567871094,73.6
0,2,200,19.754596710205078,73.96
0,2,201,21.64427947998047,74.31
0,2,202,11.493620872497559,74.67
0,2,203,10.992997169494629,75.02
0,2,204,20.796369552612305,75.37
0,2,205,18.801950454711914,75.73
0,2,206,19.941232681274414,76.09
0,2,207,23.13721466064453,76.44
0,2,208,19.18697166442871,76.79
0,2,209,14.967775344848633,77.16
0,2,210,22.097288131713867,77.53
0,2,211,10.431925773620605,77.9
0,2,212,16.447622299194336,78.27
0,2,213,11.474424362182617,78.64
0,2,214,20.800832748413086,79.01
0,2,215,213.5122528076172,79.37
0,2,216,15.813268661499023,79.73
0,2,217,15.170175552368164,80.1
0,2,218,12.158761024475098,80.44
0,2,219,16.933528900146484,80.82
0,2,220,17.18268585205078,81.19
0,2,221,19.79322624206543,81.56
0,2,222,16.822511672973633,81.96
0,2,223,14.049604415893555,82.35
0,2,224,20.025436401367188,82.74
0,2,225,16.874225616455078,83.1
0,2,226,18.28091049194336,83.46
0,2,227,17.650442123413086,83.82
0,2,228,13.785102844238281,84.18
0,2,229,11.880491256713867,84.55
0,2,230,15.618220329284668,84.91
0,2,231,19.918848037719727,85.26
0,2,232,14.288145065307617,85.61
0,2,233,9.923114776611328,85.95
0,2,234,19.466670989990234,86.31
0,2,235,14.271324157714844,86.68
0,2,236,21.360456466674805,87.05
0,2,237,12.364893913269043,87.4
0,2,238,14.083344459533691,87.75
0,2,239,14.204392433166504,88.1
0,2,240,17.741928100585938,88.45
0,2,241,21.173189163208008,88.81
0,2,242,13.991714477539062,89.17
0,2,243,15.677919387817383,89.55
0,2,244,17.227752685546875,89.93
0,2,245,11.03095817565918,90.29
0,2,246,13.730719566345215,90.65
0,2,247,16.251605987548828,91.0
0,2,248,12.672266960144043,91.37
0,2,249,13.491058349609375,91.73
0,2,250,16.235958099365234,92.07
0,2,251,20.300607681274414,92.42
0,2,252,13.723982810974121,92.76
0,2,253,16.280574798583984,93.12
0,2,254,16.614294052124023,93.49
0,2,255,15.986649513244629,93.85
