model,horizon,fold_id,metric,value,source
AutoETS,20,2,R2,0.7137596522372587,classical_full
AutoETS,20,2,MASE,1.0099524318104562,classical_full
AutoETS,20,2,DA,97.1830985915493,classical_full
AutoETS,20,2,HitRate_0.5pct,78.87323943661971,classical_full
AutoETS,20,2,fit_seconds,0.6684391498565674,classical_full
AutoETS,20,2,pred_seconds,0.0016415119171142,classical_full
AutoETS,20,2,n_eval,71.0,classical_full
AutoTheta,20,2,MAE,0.5970045761968523,classical_full
AutoTheta,20,2,RMSE,0.7893188674256792,classical_full
AutoTheta,20,2,MAPE,0.8565854827869918,classical_full
AutoTheta,20,2,sMAPE,0.8624472797937855,classical_full
AutoTheta,20,2,R2,0.524127190577862,classical_full
AutoTheta,20,2,MASE,1.3033823430533282,classical_full
AutoTheta,20,2,DA,85.91549295774648,classical_full
AutoTheta,20,2,HitRate_0.5pct,70.4225352112676,classical_full
AutoTheta,20,2,fit_seconds,0.1510884761810302,classical_full
AutoTheta,20,2,pred_seconds,0.0027859210968017,classical_full
AutoTheta,20,2,n_eval,71.0,classical_full
HistoricAverage,20,2,MAE,13.743001551682978,classical_full
HistoricAverage,20,2,RMSE,13.790551693453263,classical_full
HistoricAverage,20,2,MAPE,19.936315943441333,classical_full
HistoricAverage,20,2,sMAPE,22.155682575322658,classical_full
HistoricAverage,20,2,R2,-144.26105821470892,classical_full
HistoricAverage,20,2,MASE,30.00376592944536,classical_full
HistoricAverage,20,2,DA,1.4084507042253522,classical_full
HistoricAverage,20,2,HitRate_0.5pct,0.0,classical_full
HistoricAverage,20,2,fit_seconds,0.0030839443206787,classical_full
HistoricAverage,20,2,pred_seconds,0.0,classical_full
HistoricAverage,20,2,n_eval,71.0,classical_full
Prophet,20,2,MAE,1.3901842824235866,classical_full
Prophet,20,2,RMSE,1.572136576197445,classical_full
Prophet,20,2,MAPE,2.010810460138632,classical_full
Prophet,20,2,sMAPE,2.0214257080506437,classical_full
Prophet,20,2,R2,-0.887845574270745,classical_full
Prophet,20,2,MASE,3.035054871511917,classical_full
Prophet,20,2,DA,53.52112676056338,classical_full
Prophet,20,2,HitRate_0.5pct,39.436619718309856,classical_full
Prophet,20,2,fit_seconds,0.5774378776550293,classical_full
Prophet,20,2,pred_seconds,0.0381491184234619,classical_full
Prophet,20,2,n_eval,71.0,classical_full
MLForecast_LGBM,20,2,MAE,1.815601526262755,classical_full
MLForecast_LGBM,20,2,RMSE,2.146020123904992,classical_full
MLForecast_LGBM,20,2,MAPE,2.6099316673505006,classical_full
MLForecast_LGBM,20,2,sMAPE,2.657980939756322,classical_full
MLForecast_LGBM,20,2,R2,-2.517657104501107,classical_full
MLForecast_LGBM,20,2,MASE,3.9638271894439545,classical_full
MLForecast_LGBM,20,2,DA,2.8169014084507045,classical_full
MLForecast_LGBM,20,2,HitRate_0.5pct,1.4084507042253522,classical_full
MLForecast_LGBM,20,2,fit_seconds,0.0914163589477539,classical_full
MLForecast_LGBM,20,2,pred_seconds,0.1645207405090332,classical_full
MLForecast_LGBM,20,2,n_eval,71.0,classical_full
Naive,1,3,MAE,6.1377777777777816,classical_full
Naive,1,3,RMSE,6.875802983409772,classical_full
Naive,1,3,MAPE,7.927569498313006,classical_full
Naive,1,3,sMAPE,8.335913949563592,classical_full
Naive,1,3,R2,-3.922421988800344,classical_full
Naive,1,3,MASE,13.788472542867858,classical_full
Naive,1,3,DA,31.57894736842105,classical_full
Naive,1,3,HitRate_0.5pct,8.88888888888889,classical_full
Naive,1,3,fit_seconds,0.0,classical_full
Naive,1,3,pred_seconds,0.0,classical_full
Naive,1,3,n_eval,90.0,classical_full
SeasonalNaive,1,3,MAE,5.526666666666669,classical_full
SeasonalNaive,1,3,RMSE,6.303543976737744,classical_full
SeasonalNaive,1,3,MAPE,7.126878534507933,classical_full
SeasonalNaive,1,3,sMAPE,7.467364062449635,classical_full
SeasonalNaive,1,3,R2,-3.13715286436548,classical_full
SeasonalNaive,1,3,MASE,12.415615935594625,classical_full
SeasonalNaive,1,3,DA,35.064935064935064,classical_full
SeasonalNaive,1,3,HitRate_0.5pct,10.0,classical_full
SeasonalNaive,1,3,fit_seconds,0.0,classical_full
SeasonalNaive,1,3,pred_seconds,0.0,classical_full
SeasonalNaive,1,3,n_eval,90.0,classical_full
RollingNaive,1,3,MAE,0.3655555555555556,classical_full
RollingNaive,1,3,RMSE,0.5172577264338887,classical_full
RollingNaive,1,3,MAPE,0.4797969129927577,classical_full
RollingNaive,1,3,sMAPE,0.4801910221768558,classical_full
RollingNaive,1,3,R2,0.9721422544618412,classical_full
RollingNaive,1,3,MASE,0.8212178614416226,classical_full
RollingNaive,1,3,DA,,classical_full
RollingNaive,1,3,HitRate_0.5pct,0.0,classical_full
RollingNaive,1,3,fit_seconds,0.0,classical_full
RollingNaive,1,3,pred_seconds,0.0,classical_full
RollingNaive,1,3,n_eval,90.0,classical_full
AutoARIMA,1,3,MAE,4.776450975819832,classical_full
AutoARIMA,1,3,RMSE,5.376330124602785,classical_full
AutoARIMA,1,3,MAPE,6.166902178004255,classical_full
AutoARIMA,1,3,sMAPE,6.413491502719159,classical_full
AutoARIMA,1,3,R2,-2.0095658478662983,classical_full
AutoARIMA,1,3,MASE,10.730261915134228,classical_full
AutoARIMA,1,3,DA,33.76623376623377,classical_full
AutoARIMA,1,3,HitRate_0.5pct,10.0,classical_full
AutoARIMA,1,3,fit_seconds,2.5609347820281982,classical_full
AutoARIMA,1,3,pred_seconds,0.0015761852264404,classical_full
AutoARIMA,1,3,n_eval,90.0,classical_full
AutoETS,1,3,MAE,4.762911301551013,classical_full
AutoETS,1,3,RMSE,5.327559652970294,classical_full
AutoETS,1,3,MAPE,6.1536766323575804,classical_full
AutoETS,1,3,sMAPE,6.395946941138606,classical_full
AutoETS,1,3,R2,-1.9552119645527304,classical_full
AutoETS,1,3,MASE,10.6998451366756,classical_full
AutoETS,1,3,DA,32.467532467532465,classical_full
AutoETS,1,3,HitRate_0.5pct,8.88888888888889,classical_full
AutoETS,1,3,fit_seconds,0.7260136604309082,classical_full
AutoETS,1,3,pred_seconds,0.0050110816955566,classical_full
AutoETS,1,3,n_eval,90.0,classical_full
AutoTheta,1,3,MAE,4.938339873233008,classical_full
AutoTheta,1,3,RMSE,5.52409684907736,classical_full
AutoTheta,1,3,MAPE,6.380020132387062,classical_full
AutoTheta,1,3,sMAPE,6.640868710313399,classical_full
AutoTheta,1,3,R2,-2.177273218563112,classical_full
AutoTheta,1,3,MASE,11.093944130065267,classical_full
AutoTheta,1,3,DA,32.467532467532465,classical_full
AutoTheta,1,3,HitRate_0.5pct,8.88888888888889,classical_full
AutoTheta,1,3,fit_seconds,0.1927478313446045,classical_full
AutoTheta,1,3,pred_seconds,0.0038838386535644,classical_full
AutoTheta,1,3,n_eval,90.0,classical_full
HistoricAverage,1,3,MAE,19.87358092738408,classical_full
HistoricAverage,1,3,RMSE,20.11376567166298,classical_full
HistoricAverage,1,3,MAPE,26.046319940676604,classical_full
HistoricAverage,1,3,sMAPE,30.01678636131321,classical_full
HistoricAverage,1,3,R2,-41.12294881931079,classical_full
HistoricAverage,1,3,MASE,44.645853086735656,classical_full
HistoricAverage,1,3,DA,31.16883116883117,classical_full
HistoricAverage,1,3,HitRate_0.5pct,8.88888888888889,classical_full
HistoricAverage,1,3,fit_seconds,0.0018730163574218,classical_full
HistoricAverage,1,3,pred_seconds,0.0030584335327148,classical_full
HistoricAverage,1,3,n_eval,90.0,classical_full
Prophet,1,3,MAE,6.544820082002867,classical_full
Prophet,1,3,RMSE,7.196372873713663,classical_full
Prophet,1,3,MAPE,8.470484202198278,classical_full
Prophet,1,3,sMAPE,8.920733700252221,classical_full
Prophet,1,3,R2,-4.392117031246729,classical_full
Prophet,1,3,MASE,14.702890079441705,classical_full
Prophet,1,3,DA,31.16883116883117,classical_full
Prophet,1,3,HitRate_0.5pct,8.88888888888889,classical_full
Prophet,1,3,fit_seconds,0.5700488090515137,classical_full
Prophet,1,3,pred_seconds,0.0399768352508544,classical_full
Prophet,1,3,n_eval,90.0,classical_full
MLForecast_LGBM,1,3,MAE,6.299086898773411,classical_full
MLForecast_LGBM,1,3,RMSE,7.028807369131625,classical_full
MLForecast_LGBM,1,3,MAPE,8.139279628770742,classical_full
MLForecast_LGBM,1,3,sMAPE,8.566743967679349,classical_full
MLForecast_LGBM,1,3,R2,-4.143932682283747,classical_full
MLForecast_LGBM,1,3,MASE,14.15085229434978,classical_full
MLForecast_LGBM,1,3,DA,31.16883116883117,classical_full
MLForecast_LGBM,1,3,HitRate_0.5pct,8.88888888888889,classical_full
MLForecast_LGBM,1,3,fit_seconds,0.0952396392822265,classical_full
MLForecast_LGBM,1,3,pred_seconds,0.1624073982238769,classical_full
MLForecast_LGBM,1,3,n_eval,90.0,classical_full
Naive,5,3,MAE,6.406976744186049,classical_full
Naive,5,3,RMSE,7.0333921155558246,classical_full
Naive,5,3,MAPE,8.273113467069434,classical_full
Naive,5,3,sMAPE,8.700379790923781,classical_full
Naive,5,3,R2,-4.875652011922504,classical_full
Naive,5,3,MASE,14.393226036930116,classical_full
Naive,5,3,DA,23.809523809523807,classical_full
Naive,5,3,HitRate_0.5pct,18.6046511627907,classical_full
Naive,5,3,fit_seconds,0.0,classical_full
Naive,5,3,pred_seconds,0.0,classical_full
Naive,5,3,n_eval,86.0,classical_full
SeasonalNaive,5,3,MAE,5.761046511627909,classical_full
SeasonalNaive,5,3,RMSE,6.4472839963997695,classical_full
SeasonalNaive,5,3,MAPE,7.42599631937624,classical_full
SeasonalNaive,5,3,sMAPE,7.782473840871616,classical_full
SeasonalNaive,5,3,R2,-3.937191900277505,classical_full
SeasonalNaive,5,3,MASE,12.942148529940155,classical_full
SeasonalNaive,5,3,DA,30.952380952380956,classical_full
SeasonalNaive,5,3,HitRate_0.5pct,23.25581395348837,classical_full
SeasonalNaive,5,3,fit_seconds,0.0,classical_full
SeasonalNaive,5,3,pred_seconds,0.0,classical_full
SeasonalNaive,5,3,n_eval,86.0,classical_full
RollingNaive,5,3,MAE,1.218604651162792,classical_full
RollingNaive,5,3,RMSE,1.5567930662624343,classical_full
RollingNaive,5,3,MAPE,1.591953057646111,classical_full
RollingNaive,5,3,sMAPE,1.601285920098964,classical_full
RollingNaive,5,3,R2,0.7121354514620484,classical_full
RollingNaive,5,3,MASE,2.7375863678226446,classical_full
RollingNaive,5,3,DA,33.33333333333333,classical_full
RollingNaive,5,3,HitRate_0.5pct,23.25581395348837,classical_full
RollingNaive,5,3,fit_seconds,0.0,classical_full
RollingNaive,5,3,pred_seconds,0.0,classical_full
RollingNaive,5,3,n_eval,86.0,classical_full
AutoARIMA,5,3,MAE,4.989705986868139,classical_full
AutoARIMA,5,3,RMSE,5.499729793777424,classical_full
AutoARIMA,5,3,MAPE,6.441056515783286,classical_full
AutoARIMA,5,3,sMAPE,6.699091649514729,classical_full
AutoARIMA,5,3,R2,-2.5926020357313484,classical_full
AutoARIMA,5,3,MASE,11.20933772578262,classical_full
AutoARIMA,5,3,DA,26.190476190476197,classical_full
AutoARIMA,5,3,HitRate_0.5pct,20.930232558139537,classical_full
AutoARIMA,5,3,fit_seconds,2.599895715713501,classical_full
AutoARIMA,5,3,pred_seconds,0.0081236362457275,classical_full
AutoARIMA,5,3,n_eval,86.0,classical_full
AutoETS,5,3,MAE,4.971679127494953,classical_full
AutoETS,5,3,RMSE,5.449636994078025,classical_full
AutoETS,5,3,MAPE,6.421722720140553,classical_full
AutoETS,5,3,sMAPE,6.6752158991246064,classical_full
AutoETS,5,3,R2,-2.527455591628341,classical_full
AutoETS,5,3,MASE,11.168840519057207,classical_full
AutoETS,5,3,DA,25.0,classical_full
AutoETS,5,3,HitRate_0.5pct,19.76744186046512,classical_full
AutoETS,5,3,fit_seconds,0.7512905597686768,classical_full
AutoETS,5,3,pred_seconds,0.0051045417785644,classical_full
AutoETS,5,3,n_eval,86.0,classical_full
AutoTheta,5,3,MAE,5.15479881489905,classical_full
AutoTheta,5,3,RMSE,5.650683449946899,classical_full
AutoTheta,5,3,MAPE,6.6579255624631655,classical_full
AutoTheta,5,3,sMAPE,6.930858342533937,classical_full
AutoTheta,5,3,R2,-2.7925242279812976,classical_full
AutoTheta,5,3,MASE,11.580217547233698,classical_full
AutoTheta,5,3,DA,25.0,classical_full
AutoTheta,5,3,HitRate_0.5pct,19.76744186046512,classical_full
AutoTheta,5,3,fit_seconds,0.1862995624542236,classical_full
AutoTheta,5,3,pred_seconds,0.0017542839050292,classical_full
AutoTheta,5,3,n_eval,86.0,classical_full
HistoricAverage,5,3,MAE,20.142779893792344,classical_full
HistoricAverage,5,3,RMSE,20.35069619203204,classical_full
HistoricAverage,5,3,MAPE,26.32386499919848,classical_full
HistoricAverage,5,3,sMAPE,30.374768679374647,classical_full
HistoricAverage,5,3,R2,-48.190920322229786,classical_full
HistoricAverage,5,3,MASE,45.25060658079792,classical_full
HistoricAverage,5,3,DA,23.809523809523807,classical_full
HistoricAverage,5,3,HitRate_0.5pct,18.6046511627907,classical_full
HistoricAverage,5,3,fit_seconds,0.0,classical_full
HistoricAverage,5,3,pred_seconds,0.0044119358062744,classical_full
HistoricAverage,5,3,n_eval,86.0,classical_full
Prophet,5,3,MAE,6.820921757690059,classical_full
Prophet,5,3,RMSE,7.360576220478019,classical_full
Prophet,5,3,MAPE,8.824130640090415,classical_full
Prophet,5,3,sMAPE,9.295134162806317,classical_full
Prophet,5,3,R2,-5.435021980061631,classical_full
Prophet,5,3,MASE,15.323150459026676,classical_full
Prophet,5,3,DA,23.809523809523807,classical_full
Prophet,5,3,HitRate_0.5pct,18.6046511627907,classical_full
Prophet,5,3,fit_seconds,0.559354305267334,classical_full
Prophet,5,3,pred_seconds,0.0357677936553955,classical_full
Prophet,5,3,n_eval,86.0,classical_full
MLForecast_LGBM,5,3,MAE,6.5704161593882935,classical_full
MLForecast_LGBM,5,3,RMSE,7.189591966742314,classical_full
MLForecast_LGBM,5,3,MAPE,8.487014167545022,classical_full
MLForecast_LGBM,5,3,sMAPE,8.934240833937752,classical_full
MLForecast_LGBM,5,3,R2,-5.1395267078605045,classical_full
MLForecast_LGBM,5,3,MASE,14.76039147864711,classical_full
MLForecast_LGBM,5,3,DA,23.809523809523807,classical_full
MLForecast_LGBM,5,3,HitRate_0.5pct,18.6046511627907,classical_full
MLForecast_LGBM,5,3,fit_seconds,0.0957279205322265,classical_full
MLForecast_LGBM,5,3,pred_seconds,0.1665587425231933,classical_full
MLForecast_LGBM,5,3,n_eval,86.0,classical_full
Naive,20,3,MAE,7.344366197183103,classical_full
Naive,20,3,RMSE,7.667098630411034,classical_full
Naive,20,3,MAPE,9.446965071539882,classical_full
Naive,20,3,sMAPE,9.953607125910889,classical_full
Naive,20,3,R2,-11.133788338537306,classical_full
Naive,20,3,MASE,16.499064534605967,classical_full
Naive,20,3,DA,7.042253521126761,classical_full
Naive,20,3,HitRate_0.5pct,5.633802816901409,classical_full
Naive,20,3,fit_seconds,0.002765417098999,classical_full
Naive,20,3,pred_seconds,0.0,classical_full
Naive,20,3,n_eval,71.0,classical_full
SeasonalNaive,20,3,MAE,6.68380281690141,classical_full
SeasonalNaive,20,3,RMSE,7.048541453358868,classical_full
SeasonalNaive,20,3,MAPE,8.589841093568513,classical_full
SeasonalNaive,20,3,sMAPE,9.01533859173979,classical_full
SeasonalNaive,20,3,R2,-9.254933090219849,classical_full
SeasonalNaive,20,3,MASE,15.015113769100124,classical_full
SeasonalNaive,20,3,DA,15.492957746478872,classical_full
SeasonalNaive,20,3,HitRate_0.5pct,14.084507042253522,classical_full
SeasonalNaive,20,3,fit_seconds,0.0,classical_full
SeasonalNaive,20,3,pred_seconds,0.0,classical_full
SeasonalNaive,20,3,n_eval,71.0,classical_full
RollingNaive,20,3,MAE,2.561267605633805,classical_full
RollingNaive,20,3,RMSE,2.914443149769685,classical_full
RollingNaive,20,3,MAPE,3.320446601252065,classical_full
RollingNaive,20,3,sMAPE,3.3884895161126765,classical_full
RollingNaive,20,3,R2,-0.7532566349323868,classical_full
RollingNaive,20,3,MASE,5.753868799727867,classical_full
RollingNaive,20,3,DA,35.59322033898305,classical_full
RollingNaive,20,3,HitRate_0.5pct,28.169014084507044,classical_full
RollingNaive,20,3,fit_seconds,0.0,classical_full
RollingNaive,20,3,pred_seconds,0.0,classical_full
RollingNaive,20,3,n_eval,71.0,classical_full
AutoARIMA,20,3,MAE,5.7288944148965495,classical_full
AutoARIMA,20,3,RMSE,5.992140759253941,classical_full
AutoARIMA,20,3,MAPE,7.368388466823916,classical_full
AutoARIMA,20,3,sMAPE,7.673968631066863,classical_full
AutoARIMA,20,3,R2,-6.411367146045556,classical_full
AutoARIMA,20,3,MASE,12.869919081591426,classical_full
AutoARIMA,20,3,DA,18.30985915492958,classical_full
AutoARIMA,20,3,HitRate_0.5pct,16.901408450704224,classical_full
AutoARIMA,20,3,fit_seconds,2.5524916648864746,classical_full
AutoARIMA,20,3,pred_seconds,0.0044052600860595,classical_full
AutoARIMA,20,3,n_eval,71.0,classical_full
AutoETS,20,3,MAE,5.682451803750772,classical_full
AutoETS,20,3,RMSE,5.930667548152317,classical_full
AutoETS,20,3,MAPE,7.310591075648319,classical_full
AutoETS,20,3,sMAPE,7.610002076866877,classical_full
AutoETS,20,3,R2,-6.260081133752203,classical_full
AutoETS,20,3,MASE,12.765586097930605,classical_full
AutoETS,20,3,DA,16.901408450704224,classical_full
AutoETS,20,3,HitRate_0.5pct,15.492957746478872,classical_full
AutoETS,20,3,fit_seconds,0.7545349597930908,classical_full
AutoETS,20,3,pred_seconds,0.0033657550811767,classical_full
AutoETS,20,3,n_eval,71.0,classical_full
AutoTheta,20,3,MAE,5.894601333234964,classical_full
AutoTheta,20,3,RMSE,6.151163210778124,classical_full
AutoTheta,20,3,MAPE,7.583315702785802,classical_full
AutoTheta,20,3,sMAPE,7.905894149864554,classical_full
AutoTheta,20,3,R2,-6.809960107420152,classical_full
AutoTheta,20,3,MASE,13.242178452392515,classical_full
AutoTheta,20,3,DA,15.492957746478872,classical_full
AutoTheta,20,3,HitRate_0.5pct,14.084507042253522,classical_full
AutoTheta,20,3,fit_seconds,0.1900701522827148,classical_full
AutoTheta,20,3,pred_seconds,0.0055246353149414,classical_full
AutoTheta,20,3,n_eval,71.0,classical_full
HistoricAverage,20,3,MAE,21.0801693467894,classical_full
HistoricAverage,20,3,RMSE,21.194768841849736,classical_full
HistoricAverage,20,3,MAPE,27.266716681522,classical_full
HistoricAverage,20,3,sMAPE,31.604047385970148,classical_full
HistoricAverage,20,3,R2,-91.72389859636594,classical_full
HistoricAverage,20,3,MASE,47.35644507847376,classical_full
HistoricAverage,20,3,DA,7.042253521126761,classical_full
HistoricAverage,20,3,HitRate_0.5pct,5.633802816901409,classical_full
HistoricAverage,20,3,fit_seconds,0.0032906532287597,classical_full
HistoricAverage,20,3,pred_seconds,0.0022323131561279,classical_full
HistoricAverage,20,3,n_eval,71.0,classical_full
Prophet,20,3,MAE,7.764133257415569,classical_full
Prophet,20,3,RMSE,8.003930700627404,classical_full
Prophet,20,3,MAPE,10.001284835832774,classical_full
Prophet,20,3,sMAPE,10.55674775478654,classical_full
Prophet,20,3,R2,-12.223333590968148,classical_full
Prophet,20,3,MASE,17.442068141770005,classical_full
Prophet,20,3,DA,7.042253521126761,classical_full
Prophet,20,3,HitRate_0.5pct,5.633802816901409,classical_full
Prophet,20,3,fit_seconds,0.5775506496429443,classical_full
Prophet,20,3,pred_seconds,0.0376865863800048,classical_full
Prophet,20,3,n_eval,71.0,classical_full
MLForecast_LGBM,20,3,MAE,7.516184371687485,classical_full
MLForecast_LGBM,20,3,RMSE,7.834097963008495,classical_full
MLForecast_LGBM,20,3,MAPE,9.669566459081544,classical_full
MLForecast_LGBM,20,3,sMAPE,10.199381170035393,classical_full
MLForecast_LGBM,20,3,R2,-11.668124140883403,classical_full
MLForecast_LGBM,20,3,MASE,16.885052797344457,classical_full
MLForecast_LGBM,20,3,DA,7.042253521126761,classical_full
MLForecast_LGBM,20,3,HitRate_0.5pct,5.633802816901409,classical_full
MLForecast_LGBM,20,3,fit_seconds,0.0916132926940918,classical_full
MLForecast_LGBM,20,3,pred_seconds,0.1645045280456543,classical_full
MLForecast_LGBM,20,3,n_eval,71.0,classical_full
Naive,1,4,MAE,3.825999999999999,classical_full
Naive,1,4,RMSE,4.561012070923635,classical_full
Naive,1,4,MAPE,4.580728519838568,classical_full
Naive,1,4,sMAPE,4.611980275867642,classical_full
Naive,1,4,R2,-0.0084883653027041,classical_full
Naive,1,4,MASE,7.739389415540787,classical_full
Naive,1,4,DA,55.172413793103445,classical_full
Naive,1,4,HitRate_0.5pct,14.444444444444445,classical_full
Naive,1,4,fit_seconds,0.0,classical_full
Naive,1,4,pred_seconds,0.0,classical_full
Naive,1,4,n_eval,90.0,classical_full
SeasonalNaive,1,4,MAE,3.8215555555555545,classical_full
SeasonalNaive,1,4,RMSE,4.7078313006686585,classical_full
SeasonalNaive,1,4,MAPE,4.539194745904054,classical_full
SeasonalNaive,1,4,sMAPE,4.606622684183626,classical_full
SeasonalNaive,1,4,R2,-0.0744599526255485,classical_full
SeasonalNaive,1,4,MASE,7.730399011387286,classical_full
SeasonalNaive,1,4,DA,54.23728813559322,classical_full
SeasonalNaive,1,4,HitRate_0.5pct,14.444444444444445,classical_full
SeasonalNaive,1,4,fit_seconds,0.0,classical_full
SeasonalNaive,1,4,pred_seconds,0.0032229423522949,classical_full
SeasonalNaive,1,4,n_eval,90.0,classical_full
RollingNaive,1,4,MAE,0.5471111111111111,classical_full
RollingNaive,1,4,RMSE,1.1314729829346837,classical_full
RollingNaive,1,4,MAPE,0.6495215699698955,classical_full
RollingNaive,1,4,sMAPE,0.6461526133140224,classical_full
RollingNaive,1,4,R2,0.9379364196364351,classical_full
RollingNaive,1,4,MASE,1.106718751295895,classical_full
RollingNaive,1,4,DA,,classical_full
RollingNaive,1,4,HitRate_0.5pct,0.0,classical_full
RollingNaive,1,4,fit_seconds,0.0,classical_full
RollingNaive,1,4,pred_seconds,0.0,classical_full
RollingNaive,1,4,n_eval,90.0,classical_full
AutoARIMA,1,4,MAE,4.170609009339601,classical_full
AutoARIMA,1,4,RMSE,4.960486219316632,classical_full
AutoARIMA,1,4,MAPE,5.095447212880726,classical_full
AutoARIMA,1,4,sMAPE,5.0211571288712,classical_full
AutoARIMA,1,4,R2,-0.1928805128119759,classical_full
AutoARIMA,1,4,MASE,8.436478626043378,classical_full
AutoARIMA,1,4,DA,57.6271186440678,classical_full
AutoARIMA,1,4,HitRate_0.5pct,15.555555555555555,classical_full
AutoARIMA,1,4,fit_seconds,2.7258591651916504,classical_full
AutoARIMA,1,4,pred_seconds,0.0047709941864013,classical_full
AutoARIMA,1,4,n_eval,90.0,classical_full
AutoETS,1,4,MAE,4.191262583973503,classical_full
AutoETS,1,4,RMSE,4.9996557270274,classical_full
AutoETS,1,4,MAPE,5.129392114441719,classical_full
AutoETS,1,4,sMAPE,5.0452143932363,classical_full
AutoETS,1,4,R2,-0.2117935854298043,classical_full
AutoETS,1,4,MASE,8.47825752225736,classical_full
AutoETS,1,4,DA,57.6271186440678,classical_full
AutoETS,1,4,HitRate_0.5pct,15.555555555555555,classical_full
AutoETS,1,4,fit_seconds,0.8504500389099121,classical_full
AutoETS,1,4,pred_seconds,0.0026071071624755,classical_full
AutoETS,1,4,n_eval,90.0,classical_full
AutoTheta,1,4,MAE,4.12784314518585,classical_full
AutoTheta,1,4,RMSE,4.880640545294982,classical_full
AutoTheta,1,4,MAPE,5.034327294626839,classical_full
AutoTheta,1,4,sMAPE,4.971540983145347,classical_full
AutoTheta,1,4,R2,-0.1547875575740553,classical_full
AutoTheta,1,4,MASE,8.349970085432297,classical_full
AutoTheta,1,4,DA,57.6271186440678,classical_full
AutoTheta,1,4,HitRate_0.5pct,15.555555555555555,classical_full
AutoTheta,1,4,fit_seconds,0.2683839797973633,classical_full
AutoTheta,1,4,pred_seconds,0.0046167373657226,classical_full
AutoTheta,1,4,n_eval,90.0,classical_full
HistoricAverage,1,4,MAE,25.239084150326796,classical_full
HistoricAverage,1,4,RMSE,25.64447511853776,classical_full
HistoricAverage,1,4,MAPE,30.342961483792973,classical_full
HistoricAverage,1,4,sMAPE,35.88597530356255,classical_full
HistoricAverage,1,4,R2,-30.881304112691392,classical_full
HistoricAverage,1,4,MASE,51.054652569519725,classical_full
HistoricAverage,1,4,DA,52.54237288135594,classical_full
HistoricAverage,1,4,HitRate_0.5pct,16.666666666666664,classical_full
HistoricAverage,1,4,fit_seconds,0.0043473243713378,classical_full
HistoricAverage,1,4,pred_seconds,0.004408836364746,classical_full
HistoricAverage,1,4,n_eval,90.0,classical_full
Prophet,1,4,MAE,4.321136983827267,classical_full
Prophet,1,4,RMSE,5.693045880200015,classical_full
Prophet,1,4,MAPE,5.023910034606133,classical_full
Prophet,1,4,sMAPE,5.229260861466482,classical_full
Prophet,1,4,R2,-0.5712229593566993,classical_full
Prophet,1,4,MASE,8.740972774630057,classical_full
Prophet,1,4,DA,50.84745762711864,classical_full
Prophet,1,4,HitRate_0.5pct,15.555555555555555,classical_full
Prophet,1,4,fit_seconds,0.8343088626861572,classical_full
Prophet,1,4,pred_seconds,0.0393359661102294,classical_full
Prophet,1,4,n_eval,90.0,classical_full
MLForecast_LGBM,1,4,MAE,3.967348105032661,classical_full
MLForecast_LGBM,1,4,RMSE,5.109218592805735,classical_full
MLForecast_LGBM,1,4,MAPE,4.649808658691075,classical_full
MLForecast_LGBM,1,4,sMAPE,4.787036134531429,classical_full
MLForecast_LGBM,1,4,R2,-0.2654862095133821,classical_full
MLForecast_LGBM,1,4,MASE,8.025314148420174,classical_full
MLForecast_LGBM,1,4,DA,45.76271186440678,classical_full
MLForecast_LGBM,1,4,HitRate_0.5pct,13.333333333333334,classical_full
MLForecast_LGBM,1,4,fit_seconds,0.0848515033721923,classical_full
MLForecast_LGBM,1,4,pred_seconds,0.1667366027832031,classical_full
MLForecast_LGBM,1,4,n_eval,90.0,classical_full
Naive,5,4,MAE,3.969069767441858,classical_full
Naive,5,4,RMSE,4.662037183214481,classical_full
Naive,5,4,MAPE,4.750840738985984,classical_full
Naive,5,4,sMAPE,4.783801795130582,classical_full
Naive,5,4,R2,-0.0100839572258899,classical_full
Naive,5,4,MASE,8.028796797616952,classical_full
Naive,5,4,DA,52.94117647058824,classical_full
Naive,5,4,HitRate_0.5pct,29.069767441860467,classical_full
Naive,5,4,fit_seconds,0.0,classical_full
Naive,5,4,pred_seconds,0.0,classical_full
Naive,5,4,n_eval,86.0,classical_full
SeasonalNaive,5,4,MAE,3.970232558139535,classical_full
SeasonalNaive,5,4,RMSE,4.812315595983791,classical_full
SeasonalNaive,5,4,MAPE,4.7149102053225365,classical_full
SeasonalNaive,5,4,sMAPE,4.785244253482515,classical_full
SeasonalNaive,5,4,R2,-0.0762525896226471,classical_full
SeasonalNaive,5,4,MASE,8.03114893823851,classical_full
SeasonalNaive,5,4,DA,50.74626865671642,classical_full
SeasonalNaive,5,4,HitRate_0.5pct,27.906976744186046,classical_full
SeasonalNaive,5,4,fit_seconds,0.0,classical_full
SeasonalNaive,5,4,pred_seconds,0.0,classical_full
SeasonalNaive,5,4,n_eval,86.0,classical_full
RollingNaive,5,4,MAE,1.7883720930232558,classical_full
RollingNaive,5,4,RMSE,3.182663795817789,classical_full
RollingNaive,5,4,MAPE,2.179391715085908,classical_full
RollingNaive,5,4,sMAPE,2.135578681440116,classical_full
RollingNaive,5,4,R2,0.5292530280450782,classical_full
RollingNaive,5,4,MASE,3.617592275952094,classical_full
RollingNaive,5,4,DA,49.09090909090909,classical_full
RollingNaive,5,4,HitRate_0.5pct,24.418604651162788,classical_full
