name,adf_stat,pvalue,stationary
SJC_mua_vao,3.389055074421787,1.0,False
SJC_ban_ra,3.435119347345182,1.0,False
Gold_Close,4.420982398766495,1.0,False
USD_Index_Close,-2.0008560263659128,0.2861978876212755,False
VN_Index_Close,-0.27982934292505324,0.9283129166415995,False
Oil_Close,-2.1296826325770586,0.23274774933486841,False
Interest_Rate,-1.1378706390300992,0.6997357681520897,False
